iter	Logloss
1513	0.4737299395
1514	0.4736265468
1515	0.4735302998
1516	0.4734299107
1517	0.4733615796
1518	0.4732976584
1519	0.4732059932
1520	0.4730857481
1521	0.4730005507
1522	0.4729039528
1523	0.4728354507
1524	0.4727443765
1525	0.4726655855
1526	0.4725941453
1527	0.4725176567
1528	0.4724342146
1529	0.4723581682
1530	0.4722715043
1531	0.4721849222
1532	0.4721132529
1533	0.4720399347
1534	0.4719342849
1535	0.4718306877
1536	0.4717463355
1537	0.4716802927
1538	0.4716371942
1539	0.4715491394
1540	0.4714201797
1541	0.4713313681
1542	0.4712273822
1543	0.4711615454
1544	0.4710926154
1545	0.4710197609
1546	0.4709365205
1547	0.4708355983
1548	0.470698804
1549	0.4706389005
1550	0.4705774955
1551	0.4704801803
1552	0.470416098
1553	0.4703341556
1554	0.4702530503
1555	0.470170547
1556	0.470060999
1557	0.469984307
1558	0.4698895838
1559	0.4698201447
1560	0.469729707
1561	0.4696707792
1562	0.4695981392
1563	0.4694838846
1564	0.4693891015
1565	0.4692933726
1566	0.4692220079
1567	0.4691336119
1568	0.4690583463
1569	0.4689736407
1570	0.4689045708
1571	0.4688460719
1572	0.4687634223
1573	0.4686688259
1574	0.4686167917
1575	0.4685220164
1576	0.4684541925
1577	0.4683676241
1578	0.4683064362
1579	0.4682168245
1580	0.4681279632
1581	0.4680288153
1582	0.4679028523
1583	0.4677901864
1584	0.4676972114
1585	0.4676170992
1586	0.4675297214
1587	0.4674643103
1588	0.4673279743
1589	0.4672587813
1590	0.4671696167
1591	0.4670559007
1592	0.4669749741
1593	0.4669144619
1594	0.4668310787
1595	0.4667587603
1596	0.4666077838
1597	0.466518889
1598	0.4664414327
1599	0.4663653714
1600	0.4662821908
1601	0.4661893593
1602	0.4660696948
1603	0.4659727093
1604	0.4658761934
1605	0.4657715347
1606	0.4656912535
1607	0.4656188858
1608	0.4655224357
1609	0.465439834
1610	0.465343794
1611	0.4652723484
1612	0.4651706
1613	0.4650490707
1614	0.4649792844
1615	0.464911912
1616	0.4648304719
1617	0.4647717712
1618	0.4647066371
1619	0.4646208974
1620	0.4645292001
1621	0.4644372483
1622	0.4643832088
1623	0.4642841902
1624	0.4642155683
1625	0.4641266529
1626	0.464084814
1627	0.4640110192
1628	0.4639502107
1629	0.463868396
1630	0.4637869304
1631	0.4636898441
1632	0.4636110521
1633	0.4635265769
1634	0.4634477527
1635	0.4633671324
1636	0.4632455104
1637	0.463189377
1638	0.463103851
1639	0.4629579831
1640	0.4628651247
